operator_name,operator_id,contract_id,my_timetable_route_name,route_variant_type,transport_name_id,transport_name,mot_for_interchange_id,mot_for_interchange,efa_route_name,route_search_name,service_direction_name,1st_twitter_handle,2nd_twitter_handle,tariff_type,depot_name,lp_contact_number,lp_weekday_hours,lp_email,region,regional_trains,text_colour,background_colour,foreground_colour,start_date,route_type,frequency_route,gtfs_agency_id,gtfs_route_id_in,gtfs_route_id_out,gtfs_alerts_id,gtfs_alerts_name
train replacement bus operators,700,,43CN,Temporary,14,Temporary buses,5,Bus,43CN,"Nwcstl, Hmltn, Brdmdw, Crdf, Trnto, Mrst, Wyng, Tgrh, Brwra, Hrnsby, Chtswd, Cen and rtn","Cen, Chtswd, Hrnsby, Brwra, Tgrh, Wyng, Mrst, Trnto, Crdf, Brdmdw, Hmltn, Nwcstl",,,,,,,,,,#FFFFFF,#EBC813,#00B5EF,,714,0,700,700_43CN,700_43CN,7,sydneytrains
train replacement bus operators,700,,43CN,Temporary,14,Temporary buses,5,Bus,43CN,"Nwcstl, Hmltn, Brdmdw, Crdf, Trnto, Mrst, Wyng, Tgrh, Brwra, Hrnsby, Chtswd, Cen and rtn","Nwcstl, Hmltn, Brdmdw, Crdf, Trnto, Mrst, Wyng, Tgrh, Brwra, Hrnsby, Chtswd, Cen",,,,,,,,,,#FFFFFF,#EBC813,#00B5EF,,714,0,700,700_43CN,700_43CN,7,sydneytrains
train replacement bus operators,700,,43T4,Temporary,14,Temporary buses,5,Bus,43T4,"Sutherland, then all stations to Hurstville","Hurstville, then all stations to Sutherland",,,,,,,,,,#FFFFFF,#EBC813,#00B5EF,,714,0,700,700_43T4,700_43T4,7,sydneytrains
train replacement bus operators,700,,43T4,Temporary,14,Temporary buses,5,Bus,43T4,"Sutherland, then all stations to Hurstville","Sutherland, then all stations to Hurstville",,,,,,,,,,#FFFFFF,#EBC813,#00B5EF,,714,0,700,700_43T4,700_43T4,7,sydneytrains
train replacement bus operators,700,,44CN,Temporary,14,Temporary buses,5,Bus,44CN,"Wyong, Tuggerah, Berowra, Hornsby, Chatswood, Central and return","Central, Chatswood, Hornsby, Berowra, Tuggerah, and Wyong",,,,,,,,,,#FFFFFF,#EBC813,#00B5EF,,714,0,700,700_44CN,700_44CN,7,sydneytrains
train replacement bus operators,700,,44CN,Temporary,14,Temporary buses,5,Bus,44CN,"Wyong, Tuggerah, Berowra, Hornsby, Chatswood, Central and return","Wyong, Tuggerah, Berowra, Hornsby, Chatswood, and Central",,,,,,,,,,#FFFFFF,#EBC813,#00B5EF,,714,0,700,700_44CN,700_44CN,7,sydneytrains
train replacement bus operators,700,,44T1,Temporary,14,Temporary buses,5,Bus,44T1,"Hornsby, then Waitara, Warrawee, Pymble, Gordon and return","Gordon, then Pymble, Warrawee, Waitara, Hornsby",,,,,,,,,,#FFFFFF,#EBC813,#00B5EF,,714,0,700,700_44T1,700_44T1,7,sydneytrains
train replacement bus operators,700,,44T1,Temporary,14,Temporary buses,5,Bus,44T1,"Hornsby, then Waitara, Warrawee, Pymble, Gordon and return","Hornsby, then Waitara, Warrawee, Pymble, Gordon",,,,,,,,,,#FFFFFF,#EBC813,#00B5EF,,714,0,700,700_44T1,700_44T1,7,sydneytrains
train replacement bus operators,700,,45CN,Temporary,14,Temporary buses,5,Bus,45CN,"Newcastle, then all stations to Wyong via Toronto (Old Toronto Station) and return (ex Fassifern)","Wyong, then all stations to Newcastle via Toronto (Old Toronto Station) (ex Fassifern)",,,,,,,,,,#FFFFFF,#EBC813,#00B5EF,,714,0,700,700_45CN,700_45CN,7,sydneytrains
train replacement bus operators,700,,45CN,Temporary,14,Temporary buses,5,Bus,45CN,"Newcastle, then all stations to Wyong via Toronto (Old Toronto Station) and return (ex Fassifern)","Newcastle, then all stations to Wyong via Toronto (Old Toronto Station) (ex Fassifern)",,,,,,,,,,#FFFFFF,#EBC813,#00B5EF,,714,0,700,700_45CN,700_45CN,7,sydneytrains
train replacement bus operators,700,,45T1,Temporary,14,Temporary buses,5,Bus,45T1,"Berowra, then all stations to Gordon and return","Gordon, then all stations to Berowra",,,,,,,,,,#FFFFFF,#EBC813,#00B5EF,,714,0,700,700_45T1,700_45T1,7,sydneytrains
train replacement bus operators,700,,45T1,Temporary,14,Temporary buses,5,Bus,45T1,"Berowra, then all stations to Gordon and return","Berowra, then all stations to Gordon",,,,,,,,,,#FFFFFF,#EBC813,#00B5EF,,714,0,700,700_45T1,700_45T1,7,sydneytrains
train replacement bus operators,700,,45T4,Temporary,14,Temporary buses,5,Bus,45T4,"Sutherland, then Hurstville","Hurstville, then Sutherland",,,,,,,,,,#FFFFFF,#EBC813,#00B5EF,,714,0,700,700_45T4,700_45T4,7,sydneytrains
train replacement bus operators,700,,45T4,Temporary,14,Temporary buses,5,Bus,45T4,"Sutherland, then Hurstville","Sutherland, then Hurstville",,,,,,,,,,#FFFFFF,#EBC813,#00B5EF,,714,0,700,700_45T4,700_45T4,7,sydneytrains
train replacement bus operators,700,,4T2,Temporary,14,Temporary buses,5,Bus,4T2,"Granville, then all stations to Cabramatta","Granville, then all stations to Cabramatta",,,,,,,,,,#FFFFFF,#EBC813,#00B5EF,,714,0,700,700_4T2,700_4T2,7,sydneytrains
train replacement bus operators,700,,4T2,Temporary,14,Temporary buses,5,Bus,4T2,"Granville, then all stations to Cabramatta","Cabramatta, then all stations to Granville",,,,,,,,,,#FFFFFF,#EBC813,#00B5EF,,714,0,700,700_4T2,700_4T2,7,sydneytrains
train replacement bus operators,700,,50CN,Temporary,14,Temporary buses,5,Bus,50CN,"Hawkesbury River, then Cowan, Berowra and return","Berowra, then Cowan, Hawkesbury River",,,,,,,,,,#FFFFFF,#EBC813,#00B5EF,,714,0,700,700_50CN,700_50CN,7,sydneytrains
train replacement bus operators,700,,50CN,Temporary,14,Temporary buses,5,Bus,50CN,"Hawkesbury River, then Cowan, Berowra and return","Hawkesbury River, then Cowan, Berowra",,,,,,,,,,#FFFFFF,#EBC813,#00B5EF,,714,0,700,700_50CN,700_50CN,7,sydneytrains
train replacement bus operators,700,,51CN,Temporary,14,Temporary buses,5,Bus,51CN,"Wyong, then all stations to Woy Woy","Woy Woy, then all stations to Wyong",,,,,,,,,,#FFFFFF,#EBC813,#00B5EF,,714,0,700,700_51CN,700_51CN,7,sydneytrains
train replacement bus operators,700,,51CN,Temporary,14,Temporary buses,5,Bus,51CN,"Wyong, then all stations to Woy Woy","Wyong, then all stations to Woy Woy",,,,,,,,,,#FFFFFF,#EBC813,#00B5EF,,714,0,700,700_51CN,700_51CN,7,sydneytrains
train replacement bus operators,700,,54CN,Temporary,14,Temporary buses,5,Bus,54CN,"Woy Woy, then Koolewong, Tascott, Point Clare, Berowra, Hornsby, Chatswood, Central","Central, then Chatswood, Hornsby, Berowra, Point Clare, Tascott, Koolewong, Woy Woy",,,,,,,,,,#FFFFFF,#EBC813,#00B5EF,,714,0,700,700_54CN,700_54CN,7,sydneytrains
train replacement bus operators,700,,54CN,Temporary,14,Temporary buses,5,Bus,54CN,"Woy Woy, then Koolewong, Tascott, Point Clare, Berowra, Hornsby, Chatswood, Central","Woy Woy, then Koolewong, Tascott, Point Clare, Berowra, Hornsby, Chatswood, Central",,,,,,,,,,#FFFFFF,#EBC813,#00B5EF,,714,0,700,700_54CN,700_54CN,7,sydneytrains
train replacement bus operators,700,,59CN,Temporary,14,Temporary buses,5,Bus,59CN,"Gosford, Wyong, Wyee, Morisset, Fassifern, Cardiff, Broadmeadow, Hamilton, Newcastle","Newcastle, Hamilton, Broadmeadow, Cardiff, Fassifern, Morisset, Wyee, Wyong, Gosford",,,,,,,,,,#FFFFFF,#EBC813,#00B5EF,,714,0,700,700_59CN,700_59CN,7,sydneytrains
train replacement bus operators,700,,59CN,Temporary,14,Temporary buses,5,Bus,59CN,"Gosford, Wyong, Wyee, Morisset, Fassifern, Cardiff, Broadmeadow, Hamilton, Newcastle","Gosford, Wyong, Wyee, Morisset, Fassifern, Cardiff, Broadmeadow, Hamilton, Newcastle",,,,,,,,,,#FFFFFF,#EBC813,#00B5EF,,714,0,700,700_59CN,700_59CN,7,sydneytrains
train replacement bus operators,700,,82T9,Temporary,14,Temporary buses,5,Bus,82T9,"Hornsby, then all stations to Epping","Epping, then all stations to Hornsby",,,,,,,,,,#FFFFFF,#EBC813,#00B5EF,,714,0,700,700_82T9,700_82T9,7,sydneytrains
train replacement bus operators,700,,82T9,Temporary,14,Temporary buses,5,Bus,82T9,"Hornsby, then all stations to Epping","Hornsby, then all stations to Epping",,,,,,,,,,#FFFFFF,#EBC813,#00B5EF,,714,0,700,700_82T9,700_82T9,7,sydneytrains
train replacement bus operators,700,,85T9,Temporary,14,Temporary buses,5,Bus,85T9,"West Ryde, Denistone, Eastwood (Loop Service)","West Ryde, Denistone, Eastwood (Loop Service)",,,,,,,,,,#FFFFFF,#EBC813,#00B5EF,,714,0,700,700_85T9,700_85T9,7,sydneytrains
train replacement bus operators,701,,SC01,Temporary,16,Illawarra Buses Network,5,Bus,SC01,Bomaderry to Kiama,Kiama to Bomaderry,,,,,,,,,,#FFFFFF,#EBC813,#00B5EF,,714,0,701,700_SC01,701_SC01,7,sydneytrains
train replacement bus operators,701,,SC01,Temporary,16,Illawarra Buses Network,5,Bus,SC01,Bomaderry to Kiama,Bomaderry to Kiama,,,,,,,,,,#FFFFFF,#EBC813,#00B5EF,,714,0,701,700_SC01,701_SC01,7,sydneytrains
train replacement bus operators,701,,SH100,Temporary,16,Illawarra Buses Network,5,Bus,SH100,Goulburn to Moss Vale,Moss Vale to Goulburn,,,,,,,,,,#FFFFFF,#EBC813,#00B5EF,,714,0,701,700_SH100,701_SH100,7,sydneytrains
train replacement bus operators,701,,SH100,Temporary,16,Illawarra Buses Network,5,Bus,SH100,Goulburn to Moss Vale,Goulburn to Moss Vale,,,,,,,,,,#FFFFFF,#EBC813,#00B5EF,,714,0,701,700_SH100,701_SH100,7,sydneytrains
TrainLink,X0000,,BMT,,2,Intercity Trains Network,1,Commuter railway,Blue Mountains Line,Blue Mountains Line,Central to Bathurst,@TrainLinkWest,,3002,,,,,,,#FFFFFF,#FFFFFF,#F99D1C,,2,0,NSWTrains,BMT,X0000_BMT,7,sydneytrains
TrainLink,X0000,,BMT,,2,Intercity Trains Network,1,Commuter railway,Blue Mountains Line,Blue Mountains Line,Bathurst to Central,@TrainLinkWest,,3002,,,,,,,#FFFFFF,#FFFFFF,#F99D1C,,2,0,NSWTrains,BMT,X0000_BMT,7,sydneytrains
TrainLink,X0000,,CCN,,2,Intercity Trains Network,1,Commuter railway,Central Coast & Newcastle Line,Central Coast & Newcastle Line,Central to Newcastle via Strathfield or Gordon,@TrainLinkNorth,,3002,,,,,,,#FFFFFF,#FFFFFF,#D11F2F,,2,0,NSWTrains,CCN,X0000_CCN,7,sydneytrains
TrainLink,X0000,,CCN,,2,Intercity Trains Network,1,Commuter railway,Central Coast & Newcastle Line,Central Coast & Newcastle Line,Newcastle to Central via Strathfield or Gordon,@TrainLinkNorth,,3002,,,,,,,#FFFFFF,#FFFFFF,#D11F2F,,2,0,NSWTrains,CCN,X0000_CCN,7,sydneytrains
TrainLink,X0000,,SCO,,2,Intercity Trains Network,1,Commuter railway,South Coast Line,South Coast Line,Bondi Junction and Central to Bomaderry or Port Kembla,@TrainLinkSouth,,3002,,,,,,,#FFFFFF,#FFFFFF,#005AA3,,2,0,NSWTrains,SCO,X0000_SCO,7,sydneytrains
TrainLink,X0000,,SCO,,2,Intercity Trains Network,1,Commuter railway,South Coast Line,South Coast Line,Bomaderry or Port Kembla to Central and Bondi Junction,@TrainLinkSouth,,3002,,,,,,,#FFFFFF,#FFFFFF,#005AA3,,2,0,NSWTrains,SCO,X0000_SCO,7,sydneytrains
Sydney Trains,x0001,,T1,,1,Sydney Trains Network,1,Commuter railway,North Shore & Western Line,North Shore & Western Line,City to Berowra via Gordon,@T1SydneyTrains,,3002,,,,,,,#FFFFFF,#FFFFFF,#F99D1C,,2,0,SydneyTrains,NSN,x0001_T1N,7,sydneytrains
Sydney Trains,x0001,,T1,,1,Sydney Trains Network,1,Commuter railway,North Shore & Western Line,North Shore & Western Line,Berowra to City via Gordon,@T1SydneyTrains,,3002,,,,,,,#FFFFFF,#FFFFFF,#F99D1C,,2,0,SydneyTrains,NSN,x0001_T1N,7,sydneytrains
Sydney Trains,x0001,,T1,,1,Sydney Trains Network,1,Commuter railway,North Shore & Western Line,North Shore & Western Line,City to Emu Plains or Richmond,@T1SydneyTrains,,3002,,,,,,,#FFFFFF,#FFFFFF,#F99D1C,,2,0,SydneyTrains,WST,x0001_T1W,7,sydneytrains
Sydney Trains,x0001,,T1,,1,Sydney Trains Network,1,Commuter railway,North Shore & Western Line,North Shore & Western Line,Emu Plains or Richmond to City,@T1SydneyTrains,,3002,,,,,,,#FFFFFF,#FFFFFF,#F99D1C,,2,0,SydneyTrains,WST,x0001_T1W,7,sydneytrains
Sydney Trains,x0001,,T2,,1,Sydney Trains Network,1,Commuter railway,Inner West & Leppington Line,Inner West & Leppington Line,City to Parramatta or Leppington,@T2SydneyTrains,,3002,,,,,,,#FFFFFF,#FFFFFF,#0098CD,,2,0,SydneyTrains,IWL,x0001_T2,7,sydneytrains
Sydney Trains,x0001,,T2,,1,Sydney Trains Network,1,Commuter railway,Inner West & Leppington Line,Inner West & Leppington Line,Parramatta or Leppington to City,@T2SydneyTrains,,3002,,,,,,,#FFFFFF,#FFFFFF,#0098CD,,2,0,SydneyTrains,IWL,x0001_T2,7,sydneytrains
Sydney Trains,x0001,,T3,,1,Sydney Trains Network,1,Commuter railway,Bankstown Line,Bankstown Line,City to Liverpool or Lidcombe via Bankstown,@T3SydneyTrains,,3002,,,,,,,#FFFFFF,#FFFFFF,#F37021,,2,0,SydneyTrains,BNK,x0001_T3,7,sydneytrains
Sydney Trains,x0001,,T3,,1,Sydney Trains Network,1,Commuter railway,Bankstown Line,Bankstown Line,Liverpool or Lidcombe to City via Bankstown,@T3SydneyTrains,,3002,,,,,,,#FFFFFF,#FFFFFF,#F37021,,2,0,SydneyTrains,BNK,x0001_T3,7,sydneytrains
Sydney Trains,x0001,,T4,,1,Sydney Trains Network,1,Commuter railway,Eastern Suburbs & Illawarra Line,Eastern Suburbs & Illawarra Line,Bondi Junction to Waterfall or Cronulla,@T4SydneyTrains,,3002,,,,,,,#FFFFFF,#FFFFFF,#005AA3,,2,0,SydneyTrains,ESI,x0001_T4,7,sydneytrains
Sydney Trains,x0001,,T4,,1,Sydney Trains Network,1,Commuter railway,Eastern Suburbs & Illawarra Line,Eastern Suburbs & Illawarra Line,Waterfall or Cronulla to Bondi Junction,@T4SydneyTrains,,3002,,,,,,,#FFFFFF,#FFFFFF,#005AA3,,2,0,SydneyTrains,ESI,x0001_T4,7,sydneytrains
Sydney Trains,x0001,,T5,,1,Sydney Trains Network,1,Commuter railway,Cumberland Line,Cumberland Line,Richmond to Leppington,@T5SydneyTrains,,3002,,,,,,,#FFFFFF,#FFFFFF,#C4258F,,2,0,SydneyTrains,CMB,x0001_T5,7,sydneytrains
Sydney Trains,x0001,,T5,,1,Sydney Trains Network,1,Commuter railway,Cumberland Line,Cumberland Line,Leppington to Richmond,@T5SydneyTrains,,3002,,,,,,,#FFFFFF,#FFFFFF,#C4258F,,2,0,SydneyTrains,CMB,x0001_T5,7,sydneytrains
Sydney Trains,x0001,,T7,,1,Sydney Trains Network,1,Commuter railway,Olympic Park Line,Olympic Park Line,Lidcombe to Olympic Park,@T7SydneyTrains,,3002,,,,,,,#FFFFFF,#FFFFFF,#6F818E,,2,0,SydneyTrains,OLY,x0001_T7,7,sydneytrains
Sydney Trains,x0001,,T7,,1,Sydney Trains Network,1,Commuter railway,Olympic Park Line,Olympic Park Line,Olympic Park to Lidcombe,@T7SydneyTrains,,3002,,,,,,,#FFFFFF,#FFFFFF,#6F818E,,2,0,SydneyTrains,OLY,x0001_T7,7,sydneytrains
Sydney Trains,x0001,,T8,,1,Sydney Trains Network,1,Commuter railway,Airport & South Line,Airport & South Line,City to Macarthur via Airport or Sydenham,@T8SydneyTrains,,3002,,,,,,,#FFFFFF,#FFFFFF,#00954C,,2,0,SydneyTrains,APS,x0001_T8,7,sydneytrains
Sydney Trains,x0001,,T8,,1,Sydney Trains Network,1,Commuter railway,Airport & South Line,Airport & South Line,Macarthur to City via Airport or Sydenham,@T8SydneyTrains,,3002,,,,,,,#FFFFFF,#FFFFFF,#00954C,,2,0,SydneyTrains,APS,x0001_T8,7,sydneytrains
Sydney Trains,x0001,,T9,,1,Sydney Trains Network,1,Commuter railway,Northern Line,Northern Line,North Shore to Hornsby via City,@T9SydneyTrains,,3002,,,,,,,#FFFFFF,#FFFFFF,#D11F2F,,2,0,SydneyTrains,NTH,x0001_T9,7,sydneytrains
Sydney Trains,x0001,,T9,,1,Sydney Trains Network,1,Commuter railway,Northern Line,Northern Line,Hornsby to North Shore via City,@T9SydneyTrains,,3002,,,,,,,#FFFFFF,#FFFFFF,#D11F2F,,2,0,SydneyTrains,NTH,x0001_T9,7,sydneytrains
Sydney Metro,SMNW,,M,,24,Sydney Metro Network,2,Subway,Metro North West Line,Metro North West Line,Chatswood to Tallawong,@SydneyMetro,,3002,,,,,,,#FFFFFF,#FFFFFF,#168388,,401,1,SMNW,SMNW_M,SMNW_M,4,metro
Sydney Metro,SMNW,,M,,24,Sydney Metro Network,2,Subway,Metro North West Line,Metro North West Line,Tallawong to Chatswood,@SydneyMetro,,3002,,,,,,,#FFFFFF,#FFFFFF,#168388,,401,1,SMNW,SMNW_M,SMNW_M,4,metro
Brooklyn Ferry Service,302,,BRKL,,12,Private ferry and fast ferry services,9,Ferry,BRKL Brooklyn Ferry,Brooklyn Ferry,Dangar to Brooklyn Loop,,,,,0448101010,,info@brooklynferryservice.com.au,,,#FFFFFF,#FFFFFF,#5AB031,,4,0,302,302_Brkl,302_BRKL,2,ferries
Cronulla Ferries,300,,BUNC,,12,Private ferry and fast ferry services,9,Ferry,BUNC Bundeena Ferry,Cronulla Bundeena Ferry,Cronulla to Bundeena,,,,,02 9523 2990,,,,,#FFFFFF,#FFFFFF,#5AB031,,4,0,300,300_BunC,300_BUNC,2,ferries
Cronulla Ferries,300,,BUNC,,12,Private ferry and fast ferry services,9,Ferry,BUNC Bundeena Ferry,Cronulla Bundeena Ferry,Bundeena to Cronulla,,,,,02 9523 2990,,,,,#FFFFFF,#FFFFFF,#5AB031,,4,0,300,300_BunC,300_BUNC,2,ferries
Captain Cook Cruises,305,,CCLC,,12,Private ferry and fast ferry services,9,Ferry,CCLC Lane Cove Ferry,Lane Cove,City to Lane Cove,,,4,,1800 804 843,,reservations@captaincook.com.au,,,#FFFFFF,#FFFFFF,#5AB031,,4,0,305,305_CCLC,305_CCLC,2,ferries
Captain Cook Cruises,305,,CCLC,,12,Private ferry and fast ferry services,9,Ferry,CCLC Lane Cove Ferry,Lane Cove,Lane Cove to City,,,4,,1800 804 843,,reservations@captaincook.com.au,,,#FFFFFF,#FFFFFF,#5AB031,,4,0,305,305_CCLC,305_CCLC,2,ferries
Captain Cook Cruises,305,,CCSH,,12,Private ferry and fast ferry services,9,Ferry,CCSH Shark Island Ferry,City to Shark Island,City to Shark Island,,,4,,1800 804 843,,reservations@captaincook.com.au,,,#FFFFFF,#FFFFFF,#5AB031,,4,0,305,305_CCSH,305_CCSH,2,ferries
Captain Cook Cruises,305,,CCSH,,12,Private ferry and fast ferry services,9,Ferry,CCSH Shark Island Ferry,City to Shark Island,Shark Island to City,,,4,,1800 804 843,,reservations@captaincook.com.au,,,#FFFFFF,#FFFFFF,#5AB031,,4,0,305,305_CCSH,305_CCSH,2,ferries
Captain Cook Cruises,305,,CCTZ,,12,Private ferry and fast ferry services,9,Ferry,CCTZ Taronga Zoo Ferry,City to Taronga Zoo,City to Taronga Zoo,,,4,,1800 804 843,,reservations@captaincook.com.au,,,#FFFFFF,#FFFFFF,#5AB031,,4,0,305,305_CCTZ,305_CCTZ,2,ferries
Captain Cook Cruises,305,,CCTZ,,12,Private ferry and fast ferry services,9,Ferry,CCTZ Taronga Zoo Ferry,City to Taronga Zoo,Taronga Zoo to City,,,4,,1800 804 843,,reservations@captaincook.com.au,,,#FFFFFF,#FFFFFF,#5AB031,,4,0,305,305_CCTZ,305_CCTZ,2,ferries
Captain Cook Cruises,305,,CCWB,,12,Private ferry and fast ferry services,9,Ferry,CCWB Watsons Bay Ferry,City to Watsons Bay,City to Watsons Bay,,,4,,1800 804 843,,reservations@captaincook.com.au,,,#FFFFFF,#FFFFFF,#5AB031,,4,0,305,305_CCWB,305_CCWB,2,ferries
Captain Cook Cruises,305,,CCWB,,12,Private ferry and fast ferry services,9,Ferry,CCWB Watsons Bay Ferry,City to Watsons Bay,Watsons Bay to City,,,4,,1800 804 843,,reservations@captaincook.com.au,,,#FFFFFF,#FFFFFF,#5AB031,,4,0,305,305_CCWB,305_CCWB,2,ferries
Captain Cook Cruises,305,,CCWM,,12,Private ferry and fast ferry services,9,Ferry,CCWM Manly & Watsons Bay Ferry,City to Manly via Watsons Bay,City to Manly via Watsons Bay,,,4,,1800 804 843,,reservations@captaincook.com.au,,,#FFFFFF,#FFFFFF,#5AB031,,4,0,305,305_CCWM,305_CCWM,2,ferries
