SK_ID_CURR,predicted_income
185318,168966.87571234725
47104,186524.937425855
82362,153642.24136055075
174243,165478.55373568725
248123,153612.55337894175
286849,160955.954024346
209933,155085.13203489684
229911,170176.4107925767
280528,190546.47561404662
312052,163528.62879418692
132495,159407.53983379947
278784,149076.41608061898
70801,162868.31891570025
298767,158992.17137257344
187268,176122.6246627517
44171,172041.8199076232
113494,151800.26574756933
227795,151184.37222620135
137804,164144.85545130272
231106,172962.70971881994
66368,161763.5146520687
346164,160072.51844062968
119193,158637.75539997735
101102,156066.8148121713
210875,140833.9711127204
311743,152817.54856724705
15197,167481.94330627302
288556,178860.4128164186
189336,172265.63596127406
275276,159701.1963317899
4455,171928.16844307925
280272,192318.9043671192
302839,203180.6863784417
261695,217793.91728925388
338908,156627.47196407066
178977,165182.96287760802
96112,183935.83554667156
256147,172689.38843102622
147278,154582.04773889127
223214,175029.24430453035
79342,182874.48297626068
107794,191186.13730564632
23703,170937.9612893286
196923,159343.25974671647
159717,174005.3911637323
62833,154012.98764375516
38470,183311.70285486386
212642,195685.64856973654
262743,186795.94934038678
218507,159441.22280822037
227231,179303.10863379596
310009,163017.57526275478
113843,150705.22330357452
305792,180359.01869503022
23814,187165.08366724028
257780,211444.80798700626
16688,195544.0303411121
258647,179506.43530731535
126596,156524.77019113052
107727,146122.60314401612
121141,177188.4656554045
50929,163780.69044615258
215880,185520.06740239993
164128,173702.6301834116
299789,153748.1091273347
49730,175013.6549997418
136862,209313.40717770086
120658,152469.25811493292
101843,190953.4288392175
168614,167384.4182559305
246175,166486.401338183
272410,159300.1845701266
273030,208280.99266722545
259911,167515.2419434314
200952,171469.84919250087
193634,144739.86002538013
299062,189573.36610082732
246012,168807.23791993043
212598,164137.59330937138
215140,159294.92595854655
97765,146689.0989099804
25437,180196.14401060878
252842,167245.56722669065
213043,181830.8877697034
153398,175713.3162860199
235668,169819.44075997002
58396,188620.03853927815
127540,155128.18209664233
344286,139162.2845387253
218540,189701.85445709084
33215,171374.2576173045
284408,204842.49467152604
245860,173068.45116017616
169475,149699.55406573816
1084,181216.22078330754
206837,162145.5180123895
301688,163588.5600130028
28635,148277.801385792
352640,154505.56821875577
30017,168907.71363216333
51600,184532.59887860029
180172,157340.99075119387
310349,182571.8196073784
354905,185001.35336453372
174450,188706.8150463237
224120,179714.1435181605
68594,158356.8001039826
337010,217666.47429638787
77406,187613.6150541762
198469,172567.79676162385
182120,199307.1996199354
167741,175387.24450000311
61649,187444.9643534744
12372,156275.50873088028
20294,154319.9560692543
204051,196944.92152750344
184386,172530.2180756381
248522,164193.30638001353
127969,169595.45396772615
327963,162743.96420470232
102476,209975.96809948393
117729,174748.4345373308
19702,195837.74859758548
10958,142828.32552584546
283070,178817.72206505455
87089,188878.60487220084
42812,160896.83720684293
202248,167706.5386340577
222178,180950.7966191571
101679,155400.86531659213
97599,166079.10934703145
35905,150946.92783032818
167085,171232.62665911074
37598,190995.74039698206
257695,181224.28357783306
254243,178931.8828109845
202940,154826.3368848085
41684,165121.4417899476
13383,155283.68319317786
27842,176578.3083668482
3225,153361.75061728072
41586,176336.94042740687
230257,195218.30142542397
158199,160236.77170890447
81491,170226.83687127233
176821,172339.05565261916
345951,147088.54319400078
317802,159674.5487407759
280750,176836.59996179683
199014,156345.60494569826
314911,155190.74627779654
33784,191770.6259471736
47304,180807.17200196662
149260,171110.64075373908
317309,176402.37101842894
157426,158647.7441255212
142585,156059.97939640228
19601,171182.11189436616
312115,169256.40361954112
6113,166502.04431332817
39263,168953.75102737176
276544,179457.09223094568
234790,152005.00974674243
308468,168255.4300149102
207114,193566.68920974265
13839,152983.3658985493
170808,162219.55534258584
35016,158220.26274758496
268257,168785.0803556502
349906,169512.2509877083
211311,147617.19171905422
241235,172254.38723362784
65566,166272.55560032662
4649,159124.55799108802
297,183888.94561882855
211817,160552.0792534274
255540,176256.05961616276
59184,200624.28967336487
121765,163103.28009244654
120788,178038.97921230455
168724,171397.64039161685
147225,195380.3137904599
329553,172943.6145201846
155839,182125.3039369077
107109,178245.03970038507
10409,148917.9789455991
231129,169700.14727499807
327435,170546.71518140438
343669,166250.04427033247
40753,177034.18719126043
90201,196746.71701973662
37195,167880.69134755622
298694,198976.52582808703
343957,174154.3053574351
144143,168131.16138043383
19257,154613.13267360555
81486,156181.2004292166
331224,159990.4023618223
78610,156048.7563168319
311376,147798.5510761566
4443,160577.22178007802
167836,164565.57252413803
45472,187922.69685921556
346922,174201.7461405187
27948,156655.68143387482
35300,150070.21818605077
266703,148892.86545102028
7894,156203.56816724772
108986,159922.78401293524
150127,164539.00663492244
349485,206579.44334959966
224258,143600.3784805943
312653,159386.74056752794
125572,157328.9680055494
297440,188924.27692796034
276027,173752.3928829789
184630,167416.84040722036
172500,192472.35210153012
101898,153905.42969093838
274280,159454.00930965017
4840,157574.38312330956
319108,168035.5053558132
282583,156371.4549893914
288661,158884.22244286275
28386,145381.95074360393
138756,147129.3607379361
117567,152865.37958493206
232742,171300.631558847
129812,185513.43664906337
225469,176387.96791193195
289422,166212.71994448328
287249,151192.39212474547
124389,147983.19086750498
98104,184719.9143319992
239839,168861.67193648813
179131,166768.65501036355
96333,154550.5195396282
176922,160873.88031607226
157009,160037.33846570074
303269,196008.1614517227
47211,184149.91662207313
93555,149414.36669956998
73308,152893.38261040012
279308,164469.35686088787
319890,189193.83694063404
63236,151995.87431556417
11385,155571.93956594777
293205,160911.33239288707
223847,153784.79072624852
107169,162142.2558197771
9976,136545.88704839404
106003,165894.6291124938
17610,166675.4660956971
211189,170035.01538619917
269720,159528.7447187314
143865,160593.30959949593
158673,141505.00781565596
193856,154430.03919440004
286674,220906.22191215702
114861,165696.43777723148
80185,158451.50828085563
79276,162857.5029888032
219574,163519.90964412678
110446,148275.4764705879
344262,190232.94153679916
81123,139710.90459500908
186755,162023.41503406124
230682,149930.54158113562
311246,162146.2221728493
129967,178908.88682510788
2436,178012.72803000495
12196,158220.8858553962
121172,164074.7952689856
68229,164933.1451893441
286214,165525.69781820595
173219,167447.29583506903
241589,166615.1299008856
35825,181773.33233142176
294598,146618.34447476696
313110,147757.56337649428
290534,168850.7717505358
257507,165183.31111398144
66978,149791.4325493477
206551,144616.3253887782
121964,161474.43488459388
301781,174217.00860376598
224486,177410.5403017
231627,173131.18902244276
161387,195858.50869784172
71939,138853.2382016499
217701,182549.84991365302
35776,159514.08906253
63439,159206.84100844015
184058,182251.60533429508
30883,165657.57490959967
22266,172325.78956704715
149058,179848.99404367668
231335,177629.85191676544
205312,155822.11263829086
163554,176400.05123179412
34409,158800.47829878167
351347,150130.47045439144
156867,186382.7449251232
122050,168846.10295220287
304130,179444.9845732715
157941,180725.8890146473
283631,169098.36484630435
178616,159243.65696550952
325049,150458.1934600056
330304,216650.6246536942
273089,173170.1685564701
291044,170940.09203892702
136190,183690.76476977396
207710,165237.69839385463
133555,166293.12292882643
238200,172922.83028692674
88141,185039.0767187329
294198,152075.66149500626
265112,175728.370140347
3674,173281.74856731965
247230,163380.58641808757
216963,178312.83742128327
212682,168056.16307234808
62804,163403.7566159566
23882,178415.96330499384
111783,172739.4479375742
349463,158788.08385661806
115693,160053.22477809506
333186,180453.89348592935
24009,151557.0988425425
331098,153099.64433715225
173398,144489.88649300986
290567,143867.05338079174
94283,156949.0758593687
14180,154520.394459072
201062,196782.05487071883
289027,166703.37726671807
155385,183270.236231722
24181,161842.33458228558
238799,171950.62347647356
26975,148354.90115553123
11633,155740.0039416819
243604,171495.8759567227
260608,165215.69445932686
235687,150957.34272942302
48600,174440.38506848598
114364,161946.63693266961
182576,168697.0666533778
80180,168846.13966536027
48801,174909.8647050409
71408,171422.42463979896
175514,148377.19360097358
12869,163691.7174465224
290587,149889.25721595236
284183,178495.73742236677
135255,161285.8806800065
46070,173041.1389488617
315977,169391.55676306708
7385,180109.4500831998
335641,175869.39723115478
106133,162555.11180175777
69848,159388.02684946984
198033,168659.19323357995
125975,167150.96417335165
31235,163337.4426494436
351134,179376.03955722996
332426,157258.2739999911
120598,169588.66104971364
78463,155722.66877171822
45794,163572.21790758605
318560,159174.90087371648
25750,154287.47884432678
49469,159960.77651334894
26640,162084.23373011727
20628,177954.36226262656
330088,163447.7334722007
207606,166615.60676310738
78914,172920.64260658677
313924,185258.69024911
336238,166053.77632011948
350899,158761.59598843707
177978,160094.11728809288
20722,189784.75527128315
290829,155314.93112835247
268308,163822.99283921652
22642,144618.55099935504
247748,162217.6482739738
31605,185888.8622798881
39095,160153.58137047695
277025,171885.0281008359
211386,204912.43824905116
180083,192996.72934175518
17826,195345.9931728829
165762,154882.72178276058
258978,154093.0725279943
64495,185275.681065591
170985,175628.23764114358
150419,189568.3032772027
251515,155077.30043427544
22020,154174.8575971801
78650,165808.45339795502
204563,157557.1762433549
153080,175517.93189795315
46502,147924.26081431433
115588,160539.9611746669
176155,148902.85456354407
60703,164291.0376741397
39186,146646.33828601515
345567,146765.64204188884
77078,156816.0401472842
32153,165913.4076985275
92558,161328.4839231664
56813,163938.92958661646
292077,160620.58357217623
246603,187546.42090542582
133504,168808.69420277848
348323,156306.9019821325
284589,173094.54372785872
177203,169569.87606062682
201602,168867.62202508483
57178,174232.5338615804
175704,153969.4340057443
142519,152577.06950990163
192601,193472.88223363308
186391,159441.0715901792
171057,165158.8797019857
256014,192039.3564275622
189756,159501.78129190498
233239,174676.43298084504
239928,147471.0274786019
10066,167529.95454763566
192572,174992.06093992628
143648,204873.78052523106
156196,180347.22152580298
166273,156362.31155232585
227338,169611.2497397697
229322,185029.33306523043
177313,167109.05575909064
94592,170967.09830242227
325576,202115.05063808558
146602,153521.8575514558
119994,165529.3174520032
73913,154690.22187276342
55903,165080.08413036537
157342,163315.68967599527
207656,162139.1467691525
54763,163533.9832742109
350027,170957.8617596931
231605,191011.29929435544
166870,149116.68784451988
203046,184635.86732316404
312137,178109.8995382992
208068,158176.3073043821
252724,182992.7864822434
323614,157791.28116514534
39699,182241.56083327386
256376,156608.89972362565
21142,173786.1602986377
12024,161532.91034415417
211808,173881.7692133866
202581,154815.46051060045
57559,163122.28088339377
354643,170581.43178274218
222897,173758.77311467982
241774,203626.04071062326
232591,176216.22745559464
46448,177003.49919795242
114388,151541.92718448024
102591,174355.44521556227
5782,166414.55930701405
181518,168462.92014828237
164570,151579.0031960656
355303,156766.4809021448
108799,160932.32011209108
191739,147133.3664319914
147823,163721.62235092948
5000,152357.91517278127
218694,148446.15614986766
312705,204188.72940839952
10011,159589.02304684362
276600,223833.23839541583
81654,166672.00329136572
213895,149040.6626273773
14144,182753.0818994259
1324,151119.50128092183
143662,177062.247229181
325972,156513.68382310393
134896,157438.98322614754
302409,179099.8027764944
343736,146735.38715886962
292743,151545.1796397925
273085,165447.44647326446
41592,183414.03422508895
13910,162986.45025609428
258985,150011.8883311707
307818,152736.748958982
161447,174203.30435417232
109935,150606.3105213656
29389,149293.32416631724
306366,150933.51403331026
173129,195572.05837339343
188198,165836.71846586018
266036,201065.17131411488
325521,147879.3189441071
36421,152856.8873985146
37290,185791.85627240213
257854,156940.99692003924
26683,168116.7406481248
228460,158574.75204332304
174353,192285.78417259155
183626,169960.28308570574
38887,144920.63879010032
293829,149989.10905363158
100961,168818.55022474166
30983,198126.47731365843
292412,160839.1843482499
314868,160597.6641090494
104264,159575.25472596294
315578,159474.1023897925
171065,155824.2137416184
7958,178952.34936592708
85508,173291.41239790435
65862,147737.38893414356
47398,151031.10718862276
253810,152615.62543534083
68942,149077.33661037107
33974,182402.35338797167
123936,158654.81822788453
85976,162854.35434687545
266606,196733.47281338263
38163,151427.58989680442
181309,186998.5382588295
348644,156461.19953982692
343665,180651.326877643
45744,154663.0632307827
346026,144908.47194759795
162635,157775.60136688367
49797,155642.39786436415
103528,180843.76936891302
21868,152299.2704580946
79788,167882.51638429158
79681,167074.48608587222
258214,148504.47549186705
272607,165587.47558344388
235281,165896.791842609
93123,149514.07880631593
200817,150946.3251496988
36168,178777.53637749545
113951,147461.05773314496
248829,162664.52481298085
281724,156139.69715046007
230815,198671.63227841488
101440,186875.71954370802
118244,180052.67959715857
72524,164838.7802040541
111774,169678.02988258796
7845,190621.47045284233
74586,178201.37895508265
282984,168465.14711175367
338529,149987.77284247483
217001,157494.5909224157
293434,175496.5484042814
272720,157150.9380009328
206315,167966.98721100454
247672,170168.15229274132
190281,170565.1620134476
130998,165240.85179280286
7621,155829.71219511158
209411,166033.25819312283
259643,166424.5953213389
18949,160265.4979147641
280715,164782.4520837024
55114,162431.51041109863
201931,183708.900414693
41135,164929.7192385285
62925,180198.9849761013
74554,175981.08967808052
229688,152217.2145113873
320057,171580.36896299061
348568,170600.67646031897
89714,171168.62627450706
113575,152482.73297460587
160625,176386.69739878565
355933,160925.90548554788
248465,177408.3445006223
127699,156180.59655259314
349952,161388.79183968683
333948,162136.56999377752
351445,177055.39374434174
339226,149932.41641164964
80505,165799.18755451555
52825,182916.43022215227
315365,154240.74375231712
265491,146101.42017331233
83567,167707.07082162876
94682,209761.74967858146
298147,155942.2701366839
4534,170790.2204504219
40714,198132.47970861342
99072,148779.9586026548
141971,180670.43302570016
205524,155801.62144111388
57153,162516.8360795358
61887,179395.71503711928
253846,154658.56592400107
45894,181622.96048703976
230295,168551.12701836033
209193,157132.67363020917
203626,151782.74889562483
317545,171712.93817925916
47107,163250.38354167086
250771,168793.4543760509
132696,188437.05620681297
136436,160079.1578317331
286216,149188.68899838178
326538,164834.9372341082
156254,151660.5380024219
19666,188242.2634292498
284587,193234.38763246028
322916,165711.76042772116
288014,179686.11076595608
149078,160301.71708110513
62144,165826.56964237432
349275,155645.09542985813
82610,147998.1284456245
326883,155478.35588266127
106416,172997.89003190372
248252,152932.6131559384
331893,169884.29528377816
306709,163772.77939635754
235233,169746.8378566074
199527,160980.59556376323
24053,187537.043224606
280020,161377.389728718
44617,171642.18381026527
287944,158281.8388081742
255619,178916.74335566786
54006,180271.2687425629
48799,157189.2694974677
180496,153780.90229659787
326904,203724.19280879362
75807,194631.22158801605
68559,170303.9352827733
49386,182631.61841978822
352176,180279.47169792795
299458,154054.2276109819
3410,207203.22477712634
110835,168332.69845624323
166886,187177.39758749207
9118,152883.86409287513
356097,152528.60022056152
191494,156865.8921252215
292644,154813.35250616109
115786,173534.52307352773
160580,157007.17491501864
42938,156464.809498976
161014,168414.1329988183
272101,181058.49355298735
195679,164375.56374747548
304274,152157.39340224644
60468,162929.98111128865
321280,153689.03849137793
173950,155308.27317698643
76974,172258.6802765337
310867,197557.4488445121
36027,161656.3062230843
177046,163379.28214685142
217898,172995.1479526376
194967,177373.5201378502
285947,150912.02185391632
318026,147531.66724108628
78052,158549.9646178083
158274,198254.07696033252
176499,188150.61763412613
244801,158683.6858144827
266550,184525.8253747134
132938,158663.7003061206
322371,170697.84201188973
233561,170039.87191572346
207042,157516.40114823307
314365,183526.9264791588
311835,154548.55546503485
223996,206615.90772573143
237427,180148.24955842152
139644,169554.97807833683
332257,153384.06127622485
309989,163756.71410459938
25107,175816.62665764365
345235,169467.27771087526
308143,176062.54564578432
242867,175248.5264022481
141006,172423.3789650799
266877,174377.2564630997
372,173660.736895114
170191,161176.4536239949
202969,169942.77429655247
222337,164016.66462084942
234268,184235.35260495162
189154,166693.31375379697
299412,168393.59536283452
112605,169723.45015271264
222527,175083.06294226457
270271,166890.2036417438
226334,208377.51936890965
245801,156758.6078309922
236350,162401.8628274358
10117,171761.92961762863
25397,149069.61155776543
88472,185589.85327531723
208231,160597.2402963031
131399,161591.98292362026
181499,170129.57430000656
95367,171300.70784736806
248541,174526.55640828508
15490,161340.03111198114
283796,160112.23491393795
215103,168047.62691103327
246505,154759.6531838498
65687,164990.02715213067
319324,179316.03785729673
214155,158948.2641748508
56979,161205.0327590034
99807,168428.3736208749
140000,165775.46921156993
179486,164931.33147050542
171172,148298.97267824571
206006,181773.31458398962
202810,181294.49667488347
113785,171957.6701804384
108326,168753.229640516
246232,154008.42871832306
48835,171633.95424816041
139368,180854.68649181747
91682,165926.60634689126
110168,160691.65931045075
289127,153191.49622036194
22162,158251.27329262224
131237,187410.88444277513
284996,180574.7693234366
186736,174429.86662818902
261082,154134.24794420943
270286,182562.03520449804
278198,158365.81438552626
271347,162458.99459918097
349676,164163.37415338118
231386,150897.74944569662
329863,174079.57816822585
216698,167527.58706860058
22769,165938.09369296164
133357,159089.00035283677
61147,156693.55545847816
238516,162254.28245455542
313193,164884.47869533682
353031,166717.95868761657
115570,170756.64177046547
282983,165783.14216150733
97705,176014.27021008992
107002,151448.66492861882
270966,173701.10171118187
318242,159709.58668644942
130956,166585.6224878023
64050,179677.37846292197
202781,180179.01819004084
24772,166671.34206156468
67525,167712.76720782247
112688,157699.58936816384
77111,164529.05914328934
194374,147216.18876553245
167673,178309.23307178094
63901,165409.51987586776
270795,152174.24681026515
140616,154711.11254126806
99190,197849.83877689153
353227,186459.26251613325
227443,163074.43832992
285824,173666.32207359065
81016,184433.16777621143
319056,159260.83123031288
242629,150901.18542689068
211343,171414.65438772927
223038,180780.21171061468
274539,152609.32715301673
39670,159996.60113101793
116916,178420.6317476522
255907,169730.60533459418
245176,159438.3571578884
338551,169888.99277165526
263548,168564.13640053986
192275,164852.24973997934
85842,167741.70341714454
47842,170711.44080217904
2674,190857.6727769881
192468,163209.3750311021
202328,155752.34966560427
7196,161632.58530014972
28285,169075.09246400133
82541,157893.93391933083
99948,178314.71518875766
293408,152583.3421274629
235836,148937.61153224896
84182,158052.67562989125
311610,174077.33677266198
157922,156112.11451404123
188993,159631.73684500006
217350,170995.5165657638
92830,161506.37865582883
88215,149178.93284479924
275605,140675.34601532854
30736,164875.77343359133
283548,153940.3695880712
309425,163353.26210252053
143070,149774.43300952748
100443,180580.3482357794
224634,178273.227209652
272846,170025.26688549417
183422,154494.79553188925
343244,163091.69118736577
242481,184569.0253075045
264163,180282.0479376293
175282,145890.8053083033
122854,152897.3861927356
242532,180161.61937480068
7363,153894.6615179373
142507,164924.53986721346
225372,174555.8391945697
110346,180262.49721594708
345664,209174.85056357278
33211,163581.61942762404
71571,155073.42438983344
301514,178720.7247936694
208894,151147.83445221154
80555,153636.41497662276
225249,185268.1593936925
34668,165295.30813881956
121075,240786.64156718642
245928,155162.1149488399
232107,151412.95007953467
21695,162823.28980137315
307900,178010.97394791455
89367,162231.41616991028
158053,159627.74494341135
233289,147619.84644592964
49449,172587.85147443617
16003,164233.01622902043
213684,208500.44881173677
15139,163211.98301512815
60398,150033.34697283668
225726,171634.5656669708
120965,158496.697574971
154880,184684.72802986798
325625,162838.67538577685
278907,150488.73255650274
112097,158354.38983845548
201728,164640.34075610197
266716,190734.39037641665
277155,177774.9837900144
291909,184744.95655637045
12275,155925.51059699626
187272,158005.51533436196
327227,171997.0505700743
116799,160334.42853850516
121721,160838.08492113583
64926,175956.28485628567
243121,164386.507876664
21315,177560.73436283862
106570,198954.92339531842
126363,183749.74777720444
270312,180805.9241548231
105847,176618.86016041078
91596,164245.3334086466
72266,171441.24956549326
279874,157760.3194102274
112533,185367.60531877127
254125,159591.41421832918
275929,174143.45521431539
92548,150531.85634246186
12149,186724.12694144898
79669,170402.19737798042
295517,173980.80706674434
123463,164946.99661454794
62309,143843.07059745642
309456,213522.83529437985
122438,179019.67457019954
284264,161736.102035097
41182,171137.51655696955
269135,193224.30153378728
351029,163975.34648643006
20321,184317.8683765087
231597,155093.12064466122
282480,145323.895504469
87172,182757.77871953318
325655,158677.71960413505
266519,174561.83395298064
41262,175662.1760482108
98276,171866.02107737985
123416,154019.73921397555
116853,199919.42011244487
184895,149018.31909743432
311749,161180.59035969336
128411,163290.51839062557
63489,165227.92302213196
10592,168771.48344114507
53013,152197.6876658997
341918,166630.2724149834
32818,194001.45028903318
301083,165622.25648564688
46795,155886.16073963486
159230,196362.44932827205
314797,150418.37716953966
166181,187838.70967018756
181916,156127.87455672046
254463,181164.31523427754
207191,160152.52263069275
19376,163772.3082961018
238111,162068.24679056805
325976,158431.5933061615
278557,163382.18270097926
50960,161252.50233725487
355192,173794.03403042429
290012,172567.26174169633
187614,165099.29101051937
16390,178557.8808589352
16598,147678.07062073212
34642,158777.3400520908
209126,205449.7162782702
111282,172852.2466014559
176100,156525.5281686411
83927,172084.29582488813
45359,155368.65722088746
212166,144951.01672804853
95247,152061.05835873712
58445,187979.0559873023
108157,187578.86703822904
288113,153519.88675735798
239149,148527.2683707581
217512,152095.84950879766
216670,159687.5252012951
2370,176984.79982044344
131040,151775.64212878008
271259,177943.3704310716
326447,180808.4144677547
185195,164823.29400452942
144220,175887.07347360224
63873,202937.25636177685
100221,157739.64259521413
59895,162313.9861201731
299528,172528.07211018808
227184,189585.37206372042
126483,168623.54530154454
31779,162858.73042133314
271990,185974.91538711297
300032,166379.39620267408
194033,198625.61846227164
100411,169054.53724634805
190414,148016.04584260145
270780,146498.85660438103
60198,160789.66595595106
314902,184971.4346542827
286423,173603.48583642993
277345,158519.2046511328
325102,187029.39791452306
48188,176137.2752059672
57642,208177.96372194175
184885,196283.42866221594
27779,169129.90641529296
320746,163660.99451290793
300590,145872.2292829368
305074,169277.86388962733
127633,168813.77714855733
282746,144324.69165737732
41891,161471.94647364796
115111,157046.96987983596
57504,194673.22540554657
210773,196856.3645829072
348161,212007.5998048642
274633,163766.4539981889
92531,144295.8906551348
300546,157348.11314957647
323874,185185.9436715772
274701,165403.65025529196
135329,156559.28181214313
248479,155378.62689801853
242402,149356.0722476582
118916,194146.95964551234
