SK_ID_CURR,predicted_target
312115,0
6113,0
39263,0
276544,0
234790,0
308468,0
207114,0
13839,0
170808,0
35016,0
268257,0
349906,0
211311,0
241235,0
65566,0
4649,0
297,0
211817,0
255540,0
59184,0
121765,0
120788,0
168724,0
147225,0
329553,0
155839,0
107109,0
10409,0
231129,0
327435,0
343669,0
40753,0
90201,0
37195,0
298694,0
343957,0
144143,0
19257,0
81486,0
331224,0
78610,0
311376,0
4443,0
167836,0
45472,0
346922,0
27948,0
35300,0
266703,0
7894,0
108986,0
150127,0
349485,0
224258,0
312653,0
125572,0
297440,0
276027,0
184630,0
172500,0
101898,0
274280,0
4840,0
319108,0
282583,0
288661,0
28386,0
138756,0
117567,0
232742,0
129812,0
225469,0
289422,0
287249,0
124389,0
98104,0
239839,0
179131,0
96333,0
176922,0
157009,0
303269,0
47211,0
93555,0
73308,0
279308,0
319890,0
63236,0
11385,0
293205,0
223847,0
107169,0
9976,0
106003,0
17610,0
211189,0
269720,0
143865,0
158673,0
193856,0
286674,0
114861,0
80185,0
79276,0
219574,0
110446,0
344262,0
81123,0
186755,0
230682,0
311246,0
129967,0
2436,0
12196,0
121172,0
68229,0
286214,0
173219,0
241589,0
35825,0
294598,0
313110,0
290534,0
257507,1
66978,0
206551,0
121964,0
301781,0
224486,0
231627,0
161387,0
71939,0
217701,0
35776,0
63439,0
184058,0
30883,0
22266,0
149058,0
231335,0
205312,0
163554,0
34409,0
351347,0
156867,0
122050,0
304130,0
157941,0
283631,0
178616,0
325049,0
330304,0
273089,0
291044,0
136190,0
207710,0
133555,0
238200,0
88141,0
294198,0
265112,0
3674,0
247230,0
216963,0
212682,0
62804,0
23882,0
111783,0
349463,0
115693,0
333186,0
24009,0
331098,0
173398,0
290567,0
94283,0
14180,0
201062,0
289027,0
155385,0
24181,0
238799,0
26975,0
11633,0
243604,0
260608,0
235687,0
48600,0
114364,0
182576,0
80180,0
48801,0
71408,0
175514,0
12869,0
290587,0
284183,0
135255,0
46070,0
315977,0
7385,0
335641,0
106133,0
69848,0
198033,0
125975,0
31235,0
351134,0
332426,0
120598,0
78463,0
45794,0
318560,0
25750,0
49469,0
26640,0
20628,0
330088,0
207606,0
78914,0
313924,0
336238,0
350899,0
177978,0
20722,0
290829,0
268308,0
22642,0
247748,0
31605,0
39095,0
277025,0
211386,0
180083,0
17826,0
165762,0
258978,0
64495,0
170985,0
150419,0
251515,0
22020,0
78650,0
204563,0
153080,0
46502,0
115588,0
176155,0
60703,0
39186,0
345567,0
77078,0
32153,0
92558,0
56813,0
292077,0
246603,0
133504,0
348323,0
284589,0
177203,0
201602,0
57178,0
175704,0
142519,0
192601,0
186391,0
171057,0
256014,0
189756,0
233239,0
239928,0
10066,0
192572,0
143648,0
156196,0
166273,0
227338,0
229322,0
177313,0
94592,0
325576,0
146602,0
119994,0
73913,0
55903,0
157342,0
207656,0
54763,0
350027,0
231605,0
166870,0
203046,0
312137,0
208068,0
252724,0
323614,0
39699,0
256376,0
21142,0
12024,0
211808,0
202581,0
57559,0
354643,0
222897,0
241774,0
232591,0
46448,0
114388,0
102591,0
5782,0
181518,0
164570,0
355303,0
108799,0
191739,0
147823,0
5000,0
218694,0
312705,0
10011,0
276600,0
81654,0
213895,0
14144,0
1324,0
143662,0
325972,0
134896,0
302409,0
343736,0
292743,0
273085,0
41592,0
13910,0
258985,0
307818,0
161447,0
109935,0
29389,0
306366,0
173129,0
188198,0
266036,0
325521,0
36421,0
37290,0
257854,0
26683,0
228460,0
174353,0
183626,0
38887,0
293829,0
100961,0
30983,0
292412,0
314868,0
104264,0
315578,0
171065,0
7958,0
85508,0
65862,0
47398,0
253810,0
68942,0
33974,0
123936,0
85976,0
266606,0
38163,0
181309,0
348644,0
343665,0
45744,0
346026,0
162635,0
49797,0
103528,0
21868,0
79788,0
79681,0
258214,0
272607,0
235281,0
93123,0
200817,0
36168,0
113951,0
248829,0
281724,0
230815,0
101440,0
118244,0
72524,0
111774,0
7845,0
74586,0
282984,0
338529,0
217001,0
293434,0
272720,0
206315,0
247672,0
190281,0
130998,0
7621,0
209411,0
259643,0
18949,0
280715,0
55114,0
201931,0
41135,0
62925,0
74554,0
229688,0
320057,0
348568,0
89714,0
113575,0
160625,0
355933,0
248465,0
127699,0
349952,0
333948,0
351445,0
339226,0
80505,0
52825,0
315365,0
265491,0
83567,0
94682,0
298147,0
4534,0
40714,0
99072,0
141971,0
205524,0
57153,0
61887,0
253846,0
45894,0
230295,0
209193,0
203626,0
317545,0
47107,0
250771,0
132696,0
136436,0
286216,0
326538,0
156254,0
19666,0
284587,0
322916,0
288014,0
149078,0
62144,0
349275,0
82610,0
326883,0
106416,0
248252,0
331893,0
306709,0
235233,0
199527,0
24053,0
280020,0
44617,0
287944,0
255619,0
54006,0
48799,0
180496,0
326904,0
75807,0
68559,0
49386,0
352176,0
299458,0
3410,0
110835,0
166886,0
9118,0
356097,0
191494,0
292644,0
115786,0
160580,0
42938,0
161014,0
272101,0
195679,0
304274,0
60468,0
321280,0
173950,0
76974,0
310867,0
36027,0
177046,0
217898,0
194967,0
285947,0
318026,0
78052,0
158274,0
176499,0
244801,0
266550,0
132938,0
322371,0
233561,0
207042,0
314365,0
311835,0
223996,0
237427,0
139644,0
332257,0
309989,0
25107,0
345235,0
308143,0
242867,0
141006,0
266877,0
372,0
170191,0
202969,0
222337,0
234268,0
189154,0
299412,0
112605,0
222527,0
270271,0
226334,0
245801,0
236350,0
10117,0
25397,0
88472,0
208231,0
131399,0
181499,0
95367,0
248541,0
15490,0
283796,0
215103,0
246505,0
65687,0
319324,0
214155,0
56979,0
99807,0
140000,0
179486,0
171172,0
206006,0
202810,0
113785,0
108326,0
246232,0
48835,0
139368,0
91682,0
110168,0
289127,0
22162,0
131237,0
284996,0
186736,0
261082,0
270286,0
278198,0
271347,0
349676,0
231386,0
329863,0
216698,0
22769,0
133357,0
61147,0
238516,0
313193,0
353031,0
115570,0
282983,0
97705,0
107002,0
270966,0
318242,0
130956,0
64050,0
202781,0
24772,0
67525,0
112688,0
77111,0
194374,0
167673,0
63901,0
270795,0
140616,0
99190,0
353227,0
227443,0
285824,0
81016,0
319056,0
242629,0
211343,0
223038,0
274539,0
39670,0
116916,0
255907,0
245176,0
338551,0
263548,0
192275,0
85842,0
47842,0
2674,0
192468,0
202328,0
7196,0
28285,0
82541,0
99948,0
293408,0
235836,0
84182,0
311610,0
157922,0
188993,0
217350,0
92830,0
88215,0
275605,0
30736,0
283548,0
309425,0
143070,0
100443,0
224634,0
272846,0
183422,0
343244,0
242481,0
264163,0
175282,0
122854,0
242532,0
7363,0
142507,0
225372,0
110346,0
345664,0
33211,0
71571,0
301514,0
208894,0
80555,0
225249,0
34668,0
121075,0
245928,0
232107,0
21695,0
307900,0
89367,0
158053,0
233289,0
49449,0
16003,0
213684,0
15139,0
60398,0
225726,0
120965,0
154880,0
325625,0
278907,0
112097,0
201728,0
266716,0
277155,0
291909,0
12275,0
187272,0
327227,0
116799,0
121721,0
64926,0
243121,0
21315,0
106570,0
126363,0
270312,0
105847,0
91596,0
72266,0
279874,0
112533,0
254125,0
275929,0
92548,0
12149,0
79669,0
295517,0
123463,0
62309,0
309456,0
122438,0
284264,0
41182,0
269135,0
351029,0
20321,0
231597,0
282480,0
87172,0
325655,0
266519,0
41262,0
98276,0
123416,0
116853,0
184895,0
311749,0
128411,0
63489,0
10592,0
53013,0
341918,0
32818,0
301083,0
46795,0
159230,0
314797,0
166181,0
181916,0
254463,0
207191,0
19376,0
238111,0
325976,0
278557,0
50960,0
355192,0
290012,0
187614,0
16390,0
16598,0
34642,0
209126,0
111282,0
176100,0
83927,0
45359,0
212166,0
95247,0
58445,0
108157,0
288113,0
239149,0
217512,0
216670,0
2370,0
131040,0
271259,0
326447,0
185195,0
144220,0
63873,0
100221,0
59895,0
299528,0
227184,0
126483,0
31779,0
271990,0
300032,0
194033,0
100411,0
190414,0
270780,0
60198,0
314902,0
286423,0
277345,0
325102,0
48188,0
57642,0
184885,0
27779,0
320746,0
300590,0
305074,0
127633,0
282746,0
41891,0
115111,0
57504,0
210773,0
348161,0
274633,0
92531,0
300546,0
323874,0
274701,0
135329,0
248479,0
242402,0
118916,0
203880,0
61986,0
91326,0
150119,0
119698,0
240641,0
151613,0
184398,0
250217,0
116483,0
91350,0
114167,0
136231,0
333794,0
355466,0
320747,0
141935,0
1376,0
346688,0
175108,0
254143,0
169334,0
193932,0
322987,0
323785,0
31131,0
166594,0
106307,0
98903,0
191439,0
279816,0
53196,0
294964,0
68677,0
38825,0
219016,0
16874,0
213512,0
55024,0
269660,0
92075,0
186657,0
212845,0
276259,0
319,0
95971,0
257079,0
348021,0
234037,0
343000,0
9080,0
344961,0
5408,0
97897,0
164324,0
356178,0
7649,0
121950,0
255453,0
77906,0
184861,0
316018,0
211873,0
261902,0
158468,0
79807,0
152810,0
337948,0
95458,0
241243,0
52656,0
29086,0
313598,0
36118,0
13125,0
121923,0
259525,0
315454,0
287442,0
40318,0
286851,0
279043,0
21889,0
212412,0
268735,0
200619,0
164831,0
145571,0
219946,0
133519,0
82154,0
271866,0
257075,0
213334,0
271113,0
282548,0
62639,0
298573,0
287924,0
276995,0
56097,0
111830,0
43172,0
57831,0
191780,0
332463,0
273278,0
135973,0
81917,0
277429,0
209651,0
24327,0
267541,0
117226,0
73291,0
48919,0
14831,0
2013,0
323807,0
23445,0
332766,0
38771,0
146225,0
224663,0
304317,0
168159,0
179087,0
310516,0
129515,0
61002,0
220130,0
304769,0
128747,0
176779,0
59645,0
146203,0
124337,0
43320,0
268093,0
303390,0
348541,0
175772,0
341308,0
73482,0
204749,0
244910,0
47279,0
163632,0
326220,0
109641,0
13937,0
189658,0
142305,0
291371,0
277344,1
299028,1
94357,0
152350,0
344619,0
38220,0
101651,0
169671,0
10809,0
208669,0
54125,0
131606,0
184673,0
27968,0
185156,0
263055,0
174757,0
185967,0
83747,0
135598,0
191503,0
182216,0
165128,0
257777,0
333026,0
194613,0
142851,0
151711,0
306122,0
197822,0
35383,0
279052,0
280165,0
53598,0
47928,0
326396,0
352512,0
188158,0
115169,0
337622,0
306341,0
139036,0
31841,0
259563,0
240016,0
322591,0
138965,0
91768,0
166545,0
92643,0
79734,0
292155,0
6469,0
310925,0
264854,0
261156,0
203582,0
126269,0
121513,0
73286,0
166529,0
93082,0
23565,0
16568,0
294583,0
331746,0
77305,0
33402,0
267161,0
154980,0
74216,0
355665,0
349644,0
194958,0
158318,0
61600,0
256448,0
163895,0
136187,0
18276,0
27736,0
230392,0
163267,0
240021,0
244083,0
272841,0
279178,0
37827,0
298514,0
312878,0
174470,0
306618,0
190822,0
145225,0
68569,0
333741,0
6534,0
130932,0
34999,0
288534,0
247895,0
103962,0
326862,0
138573,0
155799,0
265097,0
223755,0
34580,0
9018,0
64916,0
203380,0
187181,0
189945,0
233577,0
123096,0
349924,0
91121,0
183784,0
85807,0
246539,0
91475,0
85902,0
308044,0
81473,0
224561,0
36367,0
82986,0
188821,0
289259,0
235226,0
47435,0
355385,0
337391,0
23921,0
353481,0
296623,0
275202,0
37445,0
244665,0
341764,0
40798,0
115653,0
238318,0
1834,0
54607,0
212084,0
347121,0
84907,0
73936,0
89397,0
152402,0
329085,0
39273,0
231131,0
246633,0
289884,0
141440,0
33622,0
299799,0
54628,0
157935,0
348247,0
192979,0
137281,0
246295,0
19565,0
184373,0
338999,0
7201,0
249517,0
252254,0
5160,0
80752,0
292929,0
288004,0
1899,0
236349,0
281210,0
300253,0
200352,0
90713,0
334925,0
3737,0
122984,0
18880,0
299061,0
160219,0
243403,0
243940,0
71667,0
329746,0
342777,0
352797,0
343955,0
251454,0
304965,0
27570,0
126652,0
13795,0
56888,0
178257,0
295933,0
91789,0
349852,0
2246,0
156136,0
223093,0
310293,1
40795,0
221510,0
56804,0
195406,0
229886,0
332083,0
181653,0
328985,0
7874,0
79951,0
200604,0
44530,1
144600,0
137711,0
216846,0
113270,0
24974,0
194832,0
113303,0
196883,0
211657,0
43669,0
94903,0
57852,0
337934,0
185432,0
303335,0
10173,0
258358,0
197806,0
10701,0
78937,0
156831,0
134042,0
349015,0
11231,0
173581,0
85026,0
190038,0
182626,0
217761,0
339230,0
269654,0
159731,0
328514,0
9683,0
337887,0
250649,0
266468,0
114195,0
82961,0
61609,0
141569,0
219450,0
256081,0
6493,0
263786,0
96915,0
34414,0
163479,0
56667,0
81616,0
84834,0
202241,0
211133,0
271842,0
83322,0
92413,0
119673,0
73714,0
18407,0
184168,0
108530,0
197703,0
66975,0
209964,0
31947,0
59204,0
8251,0
28576,0
205994,0
291579,0
353818,0
320795,0
159483,0
77069,0
193522,0
108264,0
291134,0
273622,0
322285,0
148265,0
230655,0
96017,0
14751,0
346805,0
10522,0
208532,0
308205,0
47642,0
7547,0
9098,0
278625,0
248774,0
197693,0
226309,0
300947,0
31589,0
39436,0
197877,0
201854,0
85705,0
226014,0
153934,0
28863,0
212591,1
65273,0
146816,0
227252,0
30056,0
318054,0
252696,0
219127,0
276394,0
218707,0
68221,0
243909,0
344994,0
262086,0
122355,0
226145,0
191172,0
23647,0
95810,0
339337,0
67653,0
221465,0
175450,0
212322,0
17396,0
281162,0
220630,0
232980,0
280061,0
170450,0
222372,0
90054,0
107963,0
226343,0
251367,0
301730,0
38724,0
226224,0
184000,0
153892,0
86888,0
83232,0
133558,0
227979,0
149802,0
84577,0
319038,0
353532,0
305053,0
240164,0
155691,0
145705,0
93317,0
200631,0
280138,0
213200,0
93239,0
213474,0
89709,0
109784,0
108088,0
38296,0
231397,0
255851,0
300160,0
320394,0
300880,0
182254,0
143845,0
262661,0
196711,0
2342,0
177877,0
186774,0
323585,0
225973,0
216279,0
185201,0
36705,0
135092,0
122216,0
57105,0
333558,0
240314,0
111276,0
175054,0
311361,0
215904,0
191947,0
218971,0
32899,0
122967,0
112389,0
277125,0
117324,0
100214,0
60902,0
225513,0
49091,0
283670,0
130047,0
27092,0
312078,0
291646,0
152937,0
205926,0
220686,0
333723,0
136713,0
46717,0
188148,0
183463,0
126099,0
282715,0
171364,0
73481,0
18337,0
169828,0
287609,0
147154,0
156245,0
172369,0
348333,0
21886,0
211280,0
242170,0
238745,0
62455,0
345767,0
347991,0
225685,0
42710,0
52427,0
158542,0
46234,0
76903,1
136020,0
228740,0
257230,0
226836,0
331434,0
223017,0
161231,0
171723,0
228313,0
228239,0
339858,0
236389,0
344437,0
239191,0
149924,0
315956,0
36294,0
271480,0
152514,0
160293,0
186566,0
345490,0
290457,0
207119,0
4257,0
229803,0
145530,0
125817,0
139562,0
153393,0
281653,0
195880,0
151547,0
297911,0
145396,0
1169,0
139854,0
155740,0
229937,0
280622,0
75427,0
219183,0
335759,0
235530,0
8725,0
304705,0
186323,0
39802,0
173373,0
76393,0
206660,0
110320,0
326262,0
161808,0
130553,0
174898,0
122976,0
75251,0
179843,0
346030,1
334468,0
336703,0
133289,0
52697,0
32943,0
324058,0
343332,0
18474,0
138691,0
330109,0
305496,0
104823,0
177352,0
70387,0
78493,0
154362,0
214836,0
85528,0
5521,0
73444,0
230780,0
162840,0
131694,0
199572,0
131410,0
95134,0
50237,0
184886,0
91466,0
185684,0
104335,0
119300,0
342497,0
237580,0
318673,0
322323,0
272128,0
331819,0
171033,0
235960,0
32174,0
304592,0
105741,0
304337,0
165907,0
18981,0
277508,0
254315,0
172967,0
308306,0
319939,0
342269,0
291996,0
208013,0
166663,0
232737,0
210556,0
11454,0
10786,0
232504,0
341029,0
333903,0
161945,0
134243,0
245675,0
53730,0
21773,0
214186,0
328245,0
33256,0
185276,0
241448,0
120048,0
33066,0
261873,0
131890,0
223559,0
204393,0
30430,0
348062,0
334203,0
163317,0
44764,0
55472,0
209381,0
271609,0
141027,0
173752,0
83829,0
86222,0
21316,0
217291,0
328139,0
255826,0
246367,0
231752,0
67631,0
27942,0
118701,0
221967,0
101940,0
190008,0
110020,0
317687,0
20237,0
354795,0
331594,0
314334,0
245540,0
349108,0
72321,0
217408,0
196324,0
86995,0
201478,0
166382,0
83662,0
218585,0
127487,0
292338,0
324131,0
289083,0
230529,0
76778,0
226510,0
61607,0
284808,0
111136,0
90720,0
135093,0
311888,0
238901,0
185747,0
241830,0
78492,0
310927,0
10964,0
96133,0
348224,0
274668,0
32417,0
237592,0
138807,0
352013,0
251792,0
325695,0
168532,0
85944,0
121383,0
209380,0
241953,0
64666,0
162732,0
112790,0
159252,0
151106,0
82764,0
259837,0
318649,0
37449,0
230894,0
208433,0
121230,0
193991,0
113713,0
35186,0
25985,0
43292,0
3522,0
251680,0
64423,0
70218,0
241673,0
336159,0
141992,0
187610,0
121774,0
5353,0
195973,0
278885,0
31534,0
115623,0
100848,0
353745,0
45220,0
109565,0
157697,0
233532,0
3523,0
108252,0
48782,0
271142,0
305775,0
127443,0
228284,0
52713,0
331521,0
199530,0
53363,0
19363,0
82406,0
155883,0
326868,0
159249,0
347759,0
205081,0
215923,0
275408,0
140490,0
182000,0
49109,0
132056,0
264975,0
196026,0
295213,0
223067,0
59942,0
220971,0
326506,0
340595,0
283156,0
350238,0
296412,0
270978,0
25999,0
342265,0
292000,0
286009,0
316159,0
181293,0
185458,0
139158,0
254680,0
106333,0
239898,0
92613,0
222654,0
215401,0
66964,0
33800,0
32155,0
217973,0
200172,0
117166,0
27441,0
159536,0
4545,0
38664,0
54723,0
219727,0
23873,0
65287,0
24273,0
246227,0
106218,1
174821,0
211259,0
242971,0
269188,0
235811,0
135379,0
171759,0
273522,0
68974,0
135820,0
252441,0
83475,0
81497,0
264550,0
28923,0
261026,0
221898,0
327559,0
243531,0
44099,0
180762,0
148308,0
195725,0
324599,0
267009,0
73409,0
217062,0
83750,0
162306,0
262157,0
118711,0
6633,0
262102,0
70568,0
191316,0
255720,0
59862,0
99842,0
240257,0
332928,0
254211,0
284536,0
227376,0
350809,0
195655,0
73493,0
122250,0
282582,0
88943,0
318500,0
86962,1
93723,0
280747,0
117688,0
303024,0
131616,0
27238,0
51573,0
146325,0
136260,0
223547,0
109154,0
208056,0
72505,1
311406,0
288480,0
79612,0
125271,0
285300,0
17506,0
168952,0
125139,0
54488,0
287467,0
118185,0
135812,0
5329,0
262181,0
73427,0
287394,0
269884,0
3087,0
354824,0
89405,0
157886,0
172137,0
234586,0
270083,0
176406,0
174882,0
292322,0
104477,0
266513,0
97502,0
280356,0
80143,0
15724,0
346666,0
328846,0
140826,0
330362,0
100742,0
250096,0
347079,0
143997,0
186355,0
255672,0
292024,0
269100,0
16638,0
167151,0
297007,0
31137,0
130135,0
175661,0
315452,0
115221,0
254312,0
32271,0
258708,0
178359,0
10759,0
347202,0
33179,0
140131,0
68567,0
279982,0
243663,0
351616,0
7045,0
68566,0
33180,0
181269,0
337853,0
222304,0
303772,0
184525,0
154637,0
352565,0
230327,0
222609,0
164255,0
261759,0
236898,0
14594,0
81447,0
116794,0
57343,0
265047,0
166526,0
130080,0
319018,0
213456,0
173960,0
100099,0
255589,0
31585,0
112863,0
283276,0
237052,0
13854,0
329563,0
129990,0
99085,0
137252,0
263921,0
267966,0
52097,0
115889,0
169070,0
349514,0
257428,0
214735,0
242938,0
32896,0
114304,0
174385,0
157503,0
249732,0
264790,0
351644,0
250222,0
162802,0
351165,0
116939,0
338295,0
4448,0
155167,0
32353,0
213491,0
204692,0
173956,0
287159,0
294788,0
40554,0
332805,0
74654,0
33002,0
251436,0
76206,0
171230,0
98832,0
289026,0
19226,0
79315,0
138826,0
47148,0
331999,0
172703,0
128831,0
207054,1
81993,0
244746,0
117926,0
119334,0
23335,0
189729,0
79239,0
11998,0
70840,0
348795,0
286564,0
311202,0
118067,0
28748,0
210660,0
105180,0
323767,0
91143,0
289540,0
218445,0
121315,0
337350,0
95407,0
233611,0
136845,0
143853,0
64145,0
202451,0
57450,0
231044,0
278942,0
277075,0
132211,0
141036,0
348682,0
120814,0
312260,0
313316,0
285417,0
257366,0
41896,0
198910,0
331471,0
132144,0
322117,0
52258,0
90249,0
210012,0
98767,0
9828,0
182788,0
256908,0
9852,0
109194,0
232238,0
233366,0
9589,0
308160,0
308166,0
8249,0
348645,0
174252,0
45161,0
258725,0
27763,0
276685,0
43560,0
277083,0
6220,0
83012,0
301780,0
306410,0
315467,0
29288,0
215134,0
98174,0
309592,0
291886,0
136276,0
343417,0
94972,0
35967,0
148490,0
95452,0
257666,0
283711,0
72257,0
119986,0
354863,0
38187,0
98032,0
328287,0
243300,0
351466,0
339087,0
66799,0
194323,0
114320,0
268741,0
212852,0
194436,0
213547,0
254486,0
328946,0
209,0
72001,0
184665,0
51188,0
5546,0
67356,0
48093,0
221882,0
80390,0
6846,0
48453,0
270062,0
72313,0
252097,0
15464,0
26440,0
337427,0
237798,0
342724,0
109044,0
333939,0
89968,0
350813,0
302476,0
355169,0
280451,0
148281,0
240174,0
201113,0
156412,0
263700,0
193459,0
59938,0
39386,0
164489,0
168550,0
141284,0
108348,0
31340,0
327286,0
149977,0
9373,0
120516,0
232814,0
5649,0
68744,0
150715,0
261871,0
101840,0
244898,1
28391,0
215248,0
268506,0
80096,0
156036,0
71980,0
189548,0
151073,0
250045,0
86361,0
79715,0
96067,0
5414,0
138149,0
78061,0
233591,0
270716,0
4435,0
324155,0
73659,0
280778,0
308566,0
117540,0
121642,0
213161,0
4694,0
212664,0
81194,0
231827,0
2509,0
229147,0
282505,0
271936,0
302493,0
36360,0
233838,0
355940,0
43871,0
236994,0
347999,0
337936,0
295511,0
99999,0
222311,0
131989,0
94881,0
204887,0
293784,0
110809,0
272017,0
260058,0
109816,0
239865,0
21148,0
12782,0
45965,0
455,0
249756,0
169845,0
65120,0
3886,0
255353,0
176491,0
323931,0
78210,0
75330,0
134166,0
81707,0
247446,0
219760,0
222445,0
73209,0
76191,0
191029,0
205610,0
70295,0
241528,0
341089,0
156215,0
188514,0
290528,0
298245,0
299027,0
256818,0
121982,0
154966,0
232744,0
294399,0
336405,0
104158,0
89364,0
83606,0
271747,0
330181,0
329740,0
219694,0
118395,0
97808,0
266286,0
168436,0
159201,0
113087,0
195838,0
202595,0
229995,0
155449,0
29545,0
309532,0
105000,0
96909,0
216882,0
81368,0
233358,0
108958,0
115403,0
336653,0
222950,0
215964,0
318257,0
218328,0
10309,0
331493,0
174826,0
6450,0
180953,0
81361,0
156003,0
129612,0
237,0
302117,0
257396,0
276171,0
141650,0
77521,0
240434,0
65500,0
321310,0
258446,0
280349,0
179295,0
272656,0
200219,0
343889,0
231939,0
35893,0
170719,0
11248,0
245663,0
41969,0
113391,0
16084,0
277886,0
317758,0
238593,0
79360,0
106000,0
137941,0
317980,0
146329,0
464,0
72138,0
333491,0
34751,0
194102,0
79269,0
347031,0
264576,0
7731,0
329502,0
236044,0
256968,0
1248,0
292190,0
200288,0
325022,0
9453,0
84836,0
124059,0
46176,0
186471,0
173844,0
194752,0
268227,0
54605,0
158389,0
311344,0
204177,0
256161,0
35934,0
295398,0
142749,0
232690,0
103865,0
231208,0
47222,0
28372,0
246497,0
36308,0
114186,0
97686,0
55925,0
92191,0
254686,0
33795,0
327317,0
282304,0
81046,0
36704,0
308316,0
26127,0
240596,0
295383,1
305167,0
312912,0
298826,0
343577,0
140733,0
94318,0
58063,0
212372,0
72640,0
168815,0
126777,0
314568,0
279160,0
85937,0
68865,0
276445,0
214165,0
